run_id,scheduled_order,arm,status,parser_correct,strict_correct,parser_status,reasoning_output_tokens,reasoning_tokens_is_516,reasoning_tokens_is_518n_minus_2,input_tokens,cached_input_tokens,output_tokens,wall_ms,ttft_ms,tokens_per_second,final_text_sha256,final_integer_candidate,contains_21,contains_516_text
run-0019-treatment,19,treatment,completed,True,True,resolved,15980,False,False,10006,9600,16332,297498,296898,54.89784805276002,6014f8cd5d4c1b41587221193647b0cece7f198686a4e32ab7b26e2da6a2f4cb,21,True,False
run-0020-control,20,control,completed,True,True,resolved,4660,False,True,9991,9600,5141,95872,95563,53.62358144192256,bf0bf42db90135028d7462348e904a5696336c0e749e5ac41950286542c1fa5c,21,True,False
run-0021-treatment,21,treatment,completed,False,False,resolved,516,True,True,10006,9600,778,19640,18310,39.61303462321792,826368155ac3b18c486d0d5c29bef143eca1e4e803bdd45f1a215117880e48f3,29,False,False
run-0022-control,22,control,completed,True,True,resolved,12371,False,False,9991,9600,12965,237891,15769,54.49974988545174,78465aeb74b1a032611276f68fc41648a826262c5af0008cf2dc4bff95ae4cea,21,True,False
run-0023-treatment,23,treatment,completed,True,True,resolved,4142,False,True,10006,9600,4545,85635,85335,53.07409353652128,772090dca7f84d58c4d2a0f5320b10c99aa3c7e28a29e0cbbd22b9163f1988f8,21,True,False
run-0024-control,24,control,completed,True,True,resolved,10029,False,False,9991,9600,10442,192653,191424,54.201076546952294,8e1c605797f01b352bbf77c965fd726548c53be1ad29e163d408fe4ad69fa2ac,21,True,False
run-0025-control,25,control,completed,False,False,resolved,516,True,True,9991,9600,923,21522,19938,42.88634885233714,61fd7d537ce9e62c2a0f58b70efba7241528398f288e1ffed61814264f11a351,29,False,False
run-0026-treatment,26,treatment,completed,True,True,resolved,5959,False,False,10006,9600,6303,116842,116527,53.944643193372244,523aa7c5143b75a94726032bab72a60b7c54024d79a33250ef404df8b67940eb,21,True,False
run-0027-treatment,27,treatment,completed,False,False,resolved,516,True,True,10006,9600,1409,30223,28456,46.62012374681534,bb2ccee98e69f58ba21262ab334fab394558f704c63393fb13dfd34eed03f3d9,29,False,False
run-0028-control,28,control,completed,True,True,resolved,5362,False,False,9991,9600,5711,106483,106134,53.63297427758421,2cef629f3720010db1c7344c77c4c630b512efac551d48076e9826491c79481d,21,True,False
run-0029-control,29,control,completed,True,True,resolved,6202,False,False,9991,9600,6618,123244,122835,53.69835448378826,643121c340040ac4ff65a369127b9487d5594067234315f291a53ed53d473f3d,21,True,False
run-0030-treatment,30,treatment,completed,True,True,resolved,12331,False,False,10006,9600,12664,259891,259231,48.72812063518936,3d4a0b35aaa95e42bfd5d3ef1f10bb71ff2808088c93a80db9ab06d1befedc6a,21,True,False
run-0031-control,31,control,completed,True,True,resolved,9322,False,True,9991,9600,9795,182086,16852,53.7932625243017,8b214fdeb53aa116c2aa4d96cd66ab271a14bf30276ecfdb1f243561e2f1c890,21,True,False
run-0032-treatment,32,treatment,completed,False,False,resolved,516,True,True,10006,9600,925,22238,20587,41.595467218275026,530cdfedde2b4ffb0c7d895da5d9a18f909b1875a4a601dd27fd3d7ca841a374,36,False,False
run-0033-control,33,control,completed,True,True,resolved,10358,False,True,9991,9600,10734,198775,197540,54.000754622060114,2c1b6fd3108cbe5b6d0500d02bf4af89df11c6eafc13cbf2266e556b435711c0,21,True,False
run-0034-treatment,34,treatment,completed,True,True,resolved,10065,False,False,10006,2432,10496,193803,192464,54.15808836808512,35b21c6f8bd5db219f64d9ad54ce81ca5985b76229c2dc2190ae9c00b8bd2cd8,21,True,False
run-0035-control,35,control,completed,True,True,resolved,5220,False,False,9991,9600,5625,105033,104716,53.554597126617345,f5c2cb2c06779ed718af414e523d2ee972c35463811b93e2dc914e53def2181c,21,True,False
run-0036-treatment,36,treatment,completed,True,True,resolved,5178,False,True,10006,9600,5529,102785,102434,53.791895704626164,5e2b6265c4fe9e40f4005fe829cff2a4a38d3b6994c91adc061e7ef691545cf0,21,True,False
run-0037-treatment,37,treatment,completed,True,True,resolved,4660,False,True,10006,9600,4907,91809,91490,53.44791904933068,b11ae49caa7d63a8469d952adafba9b7486a19dd2d8fb68228028b9dfa95ffd5,21,True,False
run-0038-control,38,control,completed,True,True,resolved,6571,False,False,9991,9600,6962,443796,443303,15.68738789894456,5ff320a93a20af97165270a391ae6100fd5a4478e932514a254eaf69f42e3123,21,True,False
run-0039-control,39,control,completed,True,True,resolved,516,True,True,9991,9600,1232,28914,27538,42.60911669087639,ead491558d113ed23bb62f7d1e1230c3ece3413fd58d47d551298cae59797fef,21,True,False
run-0040-treatment,40,treatment,completed,True,True,resolved,8869,False,False,10006,9600,9217,172630,171420,53.39164687481898,541889ce3e52c462f769915f06c334ba5298be5f283ff34fb44c38f8ce4d9aa0,21,True,False
run-0041-control,41,control,completed,True,True,resolved,11771,False,False,9991,9600,12275,225737,224474,54.37743923238104,807a66a6f1b8a97c677b4965d3df2e925a2ac1cf1667d0a7ac573bf5fbdccdd6,21,True,False
run-0042-treatment,42,treatment,completed,True,True,resolved,4615,False,False,10006,9600,4923,92209,91880,53.3895823618085,761b700d9a1c231d7c63573482b19cd7b3e98390eaa81dd1a77e0454efd86dd5,21,True,False
run-0043-treatment,43,treatment,completed,True,True,resolved,4630,False,False,10006,9600,5002,105533,105218,47.397496517676935,8e97cec95b1b3629cd43e19115cc08879a50f858d7583d3bf6d3219839029baf,21,True,False
run-0044-control,44,control,completed,True,True,resolved,9840,False,True,9991,9600,10373,230115,228904,45.077461269365315,032f6f51290cb898c8f6edebf6f109431d3427e4d6fff295d5508e8846bcf194,21,True,False
run-0045-treatment,45,treatment,completed,False,False,resolved,1034,False,True,10006,9600,1329,29800,28257,44.59731543624161,93f208ef52f48a0cbbd7fc1d0bd6ec665f47eec6180ba85be9336fe8f81c4704,29,False,False
run-0046-control,46,control,completed,True,True,resolved,6767,False,False,9991,9600,7188,132927,132616,54.074792931458624,538616297497dce4dcdb00f739cafdbff678f2a8bdad70ecd8b06ea8e173bb15,21,True,False
run-0047-treatment,47,treatment,completed,True,True,resolved,6567,False,False,10006,9600,7002,129919,129613,53.895119266619965,3cb058d18c4963d322c52d83b1632f14638d60ecdfa5f13ca0f5fe75c9e61882,21,True,False
run-0048-control,48,control,completed,True,True,resolved,5178,False,True,9991,9600,5639,105301,104962,53.55124832622672,a1dce6b40d9964170aa99b090034b10c6f95c0918ba1c991df4fb9fc2043ab5f,21,True,False
run-0049-treatment,49,treatment,completed,True,True,resolved,6095,False,False,10006,9600,6500,120239,119923,54.058999160006316,60f9ac4b4c6cf35afa9b2bc7c8b0f69add645de96adf0a27450503a077f2474e,21,True,False
run-0050-control,50,control,completed,True,True,resolved,4938,False,False,9991,9600,5216,107714,107401,48.42453163005737,e937c1915ae4ba1524e3d55f475248b4cd8231bb629d3e426163e121cfd7c91d,21,True,False
run-0051-control,51,control,completed,False,False,resolved,516,True,True,9991,9600,794,18785,17418,42.267766835240884,f9abcb75b6b19ad4b673ddff6969328bbff673044a28c5f16e300b1c4cf494c5,29,False,False
run-0052-treatment,52,treatment,completed,True,True,resolved,14255,False,False,10006,9600,14788,271238,270578,54.520384311932695,057ba3f6d98a0a75ec9458add610b155c3f69efbd32a3db4eb42b0a625eb38dc,21,True,False
run-0053-treatment,53,treatment,completed,True,True,resolved,6300,False,False,10006,9600,6777,127503,127217,53.15169054845769,d3365772c3d89d4905295208290cbd3f3d04c5b774ceeac24cbb973b0c672c98,21,True,False
run-0054-control,54,control,completed,False,False,resolved,516,True,True,9991,9600,1272,27565,25940,46.14547433339379,fa046036937fb2cc8f7bf870ec86c3840b0415f621e5bf9bab0251ea6d43821a,25,False,False
run-0055-control,55,control,completed,True,True,resolved,9245,False,False,9991,2432,9690,178961,13669,54.145875358318285,828c4eabebbc48a825072f60517562b2da34305da65e53816230c8dc868b3a61,21,True,False
run-0056-treatment,56,treatment,completed,True,True,resolved,7686,False,False,10006,9600,8116,149449,12916,54.30615126230352,8b5a4d5e76382c26a98067268bbfe7ff55e9405475f64d6c15c26c4cfb3d5d7b,21,True,False
run-0057-treatment,57,treatment,completed,True,True,resolved,11039,False,False,10006,9600,11375,208943,207643,54.440684780059634,c9010584125f785e3430bc99579b7862d7335de4ea5b6299175d5c9079d32860,21,True,False
run-0058-control,58,control,completed,True,True,resolved,4910,False,False,9991,9600,5352,99462,12952,53.80949508354949,16ecf61516ee4d5a4d48033a03bf27278ef15a9e858cf0e9e0575d8f33118356,21,True,False
run-0059-treatment,59,treatment,completed,False,False,resolved,516,True,True,10006,9600,807,20929,19462,38.55893735964452,47a6d359ec926739bb031d0cfbf36867340ad83be0089fb822e3a8d8b7c047e7,36,False,False
run-0060-control,60,control,completed,True,True,resolved,8380,False,False,9991,9600,8800,162659,13123,54.100910493732286,4b796dfa285b399fe1294b2f4635671793a1282ab9633cc2bc031e9c45518c34,21,True,False
run-0061-treatment,61,treatment,completed,False,False,resolved,516,True,True,10006,9600,1073,25143,23705,42.67589388696655,4787b565ff018027fbce3f0353139f94c2c5423eb431cb37561813adc6cf1ded,26,False,False
run-0062-control,62,control,completed,True,True,resolved,5662,False,False,9991,9600,5923,110665,110344,53.521890389915505,2a3407914b09512ec8d1020c359dfdaae882153fdf516fb7afea246a994c7141,21,True,False
run-0063-treatment,63,treatment,completed,True,True,resolved,9322,False,True,10006,4480,9588,176995,13512,54.17102178027628,8024abfde7a949784402b65ad930326572f6f464c193ff5baeb4d4f59095232c,21,True,False
run-0064-control,64,control,completed,True,True,resolved,9753,False,False,9991,9600,10264,192475,16660,53.32640602675672,1991dad00b6c2f198b1ac4535efd72a52725d6a9c3a498e9d038640bb1cfaa7c,21,True,False
run-0065-treatment,65,treatment,completed,True,True,resolved,12054,False,False,10006,9600,12338,226086,224871,54.5721539591129,95c946ebe99204c51ec9003978e27bc8a668bc5c98359c05e05376741e0af1aa,21,True,False
run-0066-control,66,control,completed,False,False,resolved,2070,False,True,9991,7552,2392,47649,15584,50.200423933345924,59a714085c155538e14425c4ac537ff1c6f7026829d4219420575212334dacad,29,False,False
run-0067-treatment,67,treatment,completed,True,True,resolved,6933,False,False,10006,9600,7276,134257,133950,54.19456713616422,ef16cf5adb82b132bed1dcfa9bd6b8e2a64da633b907c5d53f6b00e4b1bee7e1,21,True,False
run-0068-control,68,control,completed,True,True,resolved,5933,False,False,9991,9600,6416,119126,13559,53.85893927438175,1ac8ca4a4d28bb4d4f524852ebda1d9b51266575d7448051a9457c0852f516ab,21,True,False
run-0069-control,69,control,completed,True,True,resolved,12636,False,False,9991,7552,13084,261558,260937,50.02332178713708,e5b7902c54da1c0fcd42448c1394651072c479c1e6a6154b2007829027503084,21,True,False
run-0070-treatment,70,treatment,completed,True,True,resolved,7306,False,False,10006,9600,7541,139245,138903,54.156343136198785,cac232a0d590c943bf0c0dec5eb14ae52ec673de54c9a9018e67a8060a4fc06d,21,True,False
run-0071-treatment,71,treatment,completed,True,True,resolved,5696,False,True,10006,9600,6095,113416,113089,53.7402130210905,cebc1284af172759d68173fc21fc13c04d9b64f9f41b6cc7c7b4d20a5f5c79db,21,True,False
run-0072-control,72,control,completed,False,False,resolved,516,True,True,9991,9600,889,20980,19479,42.37368922783603,8fc8b5e3588a88b3cd64f9a5626a5b6f66c9db88e653de6dd6433902452b9355,29,False,False
run-0073-treatment,73,treatment,completed,False,False,resolved,516,True,True,10006,9600,804,19977,18539,40.24628322570957,9a08117e763dde19abc62de43769c5a0669837fade149ef2c8edc01f866ab5fa,29,False,False
run-0074-control,74,control,completed,True,True,resolved,5888,False,False,9991,7552,6273,116787,116495,53.713170130237096,3240e4243ff7b1dae9c3b4997c2b109acf59f7ac8719fe049209aef3ad342c4a,21,True,False
run-0075-control,75,control,completed,True,True,resolved,8025,False,False,9991,9600,8482,157100,155945,53.991088478676005,833e34e999e75ff20fc3466e0adcb4cfc7392dfe81d8313af3c869417fde783f,21,True,False
run-0076-treatment,76,treatment,completed,True,True,resolved,6732,False,True,10006,9600,7112,131930,131614,53.90737512317138,ac39f82a346246e8029c4a25532950897476c93f7e02a31f4de1ec0fc6635b68,21,True,False
run-0077-treatment,77,treatment,completed,True,True,resolved,3844,False,False,10006,4480,4111,77665,77272,52.93246636193909,b0523f283af3f8a8f3ab2bbf9ed2e8f8e7877b37108e04b875e65a6cf651032e,21,True,False
run-0078-control,78,control,completed,True,True,resolved,4329,False,False,9991,9600,4931,92447,13987,53.338669724274446,a7834069a95c94e7eb37abd3177708b735e5030cc9880847da2ae30fc4d98720,21,True,False
run-0079-control,79,control,completed,True,True,resolved,7246,False,False,9991,7552,7692,142822,142518,53.857248883225274,8ed6eba15324ebbe80e1efaab400621e6309f7a51a2550cbc4b713978a6c1242,21,True,False
run-0080-treatment,80,treatment,completed,True,True,resolved,5963,False,False,10006,9600,6374,120200,119887,53.02828618968386,08d968471951d65d1cf2f454cb266956a2d3df41ec4c81a9eac502d8608ada7e,21,True,False
run-0081-control,81,control,completed,True,True,resolved,5692,False,False,9991,9600,6077,114532,15050,53.059406977962496,cc8115d66d0d77afef45ff3809a0738b4cd04a8d51b4c14e286dc2cf3d853e11,21,True,False
run-0082-treatment,82,treatment,completed,True,True,resolved,11394,False,True,10006,9600,11757,215996,214822,54.4315635474731,e02fa2e754ed77aa1786553eb7cfc4382418d58816795bc8a70a61b243b17fee,21,True,False
run-0083-treatment,83,treatment,completed,True,True,resolved,8926,False,False,10006,9600,9309,172157,170707,54.07273593289845,1a6e192ed916bec9ba15ae3ff6fe183d7f2d88f7da25ee3538a8296b32e215f8,21,True,False
run-0084-control,84,control,completed,True,True,resolved,6212,False,False,9991,9600,6611,123273,122935,53.62893739910605,e613f59930aee0e0f68d3ee784a35e3bf4489c069f5bfd04d6b76f2544956e71,21,True,False
run-0085-treatment,85,treatment,completed,True,True,resolved,6283,False,False,10006,9600,6598,122312,122017,53.94401203479626,ae5ad1e5af09b778f2a99276fe6673609967e9a1f3db44a06e8c0d8251c3eeda,21,True,False
run-0086-control,86,control,completed,True,True,resolved,6472,False,False,9991,9600,6885,127266,126929,54.09928810522842,11f98afa0b2e1923f29e8379045e18a4ba46d4185c001be9d08e970e8451d05d,21,True,False
run-0087-control,87,control,completed,True,True,resolved,5537,False,False,9991,9600,6091,113092,13372,53.85880522052842,862c2bd070bbc50eae006d21b7a43bd04be9974eefdb75d42de8a8c7ff7c7970,21,True,False
run-0088-treatment,88,treatment,completed,False,False,resolved,516,True,True,10006,9600,1033,23726,22129,43.53873387844559,1f6c029faeeb8b193f761fdedacd337234b38728b5f5781045fe26549ae5205d,29,False,False
run-0089-control,89,control,completed,True,False,ambiguous,9081,False,False,9991,9600,9418,174541,13928,53.95866873685839,29d9acb667b6b48976ce0645aca0b06d10ac974cf9eeb245951337df88da7f0c,29,True,False
run-0090-treatment,90,treatment,completed,True,True,resolved,7304,False,False,10006,9600,7719,142472,142163,54.17906676399573,6b5f28640347d7d0217cc657ebe39840bb0d175c6e5e668ac9f4c66923f2b082,21,True,False
run-0091-control,91,control,completed,True,True,resolved,5696,False,True,9991,9600,6117,113677,113369,53.81035741618797,fc20209bd3509761950c58be878aadb59d0bfe34ce220c8c897aa3e30ac2d46e,21,True,False
run-0092-treatment,92,treatment,completed,True,False,ambiguous,5621,False,False,10006,9600,6063,112567,112236,53.861255963115305,0fbeff3672f2aff96ee8d0b7bc00981385cfb9d76832d5e0431e70fbdf7876d3,9,True,False
run-0093-control,93,control,completed,True,True,resolved,5633,False,False,9991,9600,6019,111808,13175,53.83335718374356,41b609e513a0e9b8f6ca406a9c1ad90e467bba1b72f5c2d88020697c36b92d34,21,True,False
run-0094-treatment,94,treatment,completed,True,True,resolved,4405,False,False,10006,9600,4726,88764,88433,53.242305439141994,68c1cd539300c1c695c4d6ad25fecf967334f6f378433a3e6ab63e0e0f8a98c9,21,True,False
run-0095-treatment,95,treatment,completed,True,True,resolved,6732,False,True,10006,9600,7079,131296,131006,53.91634170119425,6893d6ebdc65a8e2a9972ccfd4ab7e18c36421b87cdfe3339cd2ef4db6674b99,21,True,False
run-0096-control,96,control,completed,False,False,resolved,516,True,True,14579,2432,782,19032,17547,41.08869272803699,69b16017c8a1488bc363315eb82df8b328a1b50e32a706d1e0946a391bf772a7,29,False,False
run-0097-control,97,control,completed,False,False,resolved,516,True,True,9991,9600,959,22266,20794,43.070151800952125,d4fa79452c09de4573e21bf6ba67fc736a3a23ffffaa508190db7d5ccbb8d091,29,False,False
run-0098-treatment,98,treatment,completed,True,True,resolved,12948,False,True,10006,7552,13198,241634,241214,54.619796882889,71dd9accee4da2cd7ed2c084de1cee1caf98182316cf1592a985a80160279ded,21,True,False
run-0099-control,99,control,completed,True,True,resolved,10144,False,False,9991,9600,10601,195311,13592,54.27753685148302,ef894fd3abcb87742ffd6bb46388a27a86fe8d552932bf2e9800b02b7f48b3a5,21,True,False
run-0100-treatment,100,treatment,completed,True,True,resolved,11369,False,False,10006,9600,11724,215302,214175,54.45374404325088,f06042d49be8b33824b267d3f7645a3c5a007f7e3565d4cac1a8e354f9bd3243,21,True,False
run-0101-control,101,control,completed,False,False,resolved,516,True,True,9991,9600,969,22624,21181,42.83062234794908,5bf53061dd8258306e969c060a56ab9882eff00bc23f60fc93627457289f45be,29,False,False
run-0102-treatment,102,treatment,completed,True,True,resolved,11783,False,False,10006,9600,12265,227505,226288,53.91090305707567,ee0a30f26641c5fc89cb83f47d13108ca5c5fddef3664efaebe54545e8af02c5,21,True,False
run-0103-treatment,103,treatment,completed,False,False,resolved,1734,False,False,10006,9600,2049,41135,39784,49.81159596450711,0c4745fda5ed571379632a04c32441518d1bc995b1c8e4dc95d15fb1bb1590f3,29,False,False
run-0104-control,104,control,completed,False,False,resolved,1828,False,False,9991,9600,2167,43768,13217,49.51105830743922,221bd91ddaf2dbb950548a6198e9ac2c4fd0d7b2e9310e30050cc4a8c763684e,29,False,False
run-0105-treatment,105,treatment,completed,False,False,resolved,516,True,True,10006,9600,989,22665,21204,43.63556143834106,3db03da5cf4397b2b6b9a7b6d1c8c86cf4af01841c256f7a8f38ea47fab4b948,29,False,False
run-0106-control,106,control,completed,True,True,resolved,8790,False,False,9991,9600,9309,172597,171279,53.93488878717474,2feaf80b47d087cd481a4e6ec578274ac41239693ee45ac73c7a50df56b6143d,21,True,False
run-0107-treatment,107,treatment,completed,True,True,resolved,4951,False,False,10006,9600,5268,98591,98228,53.432869125985135,5a8b39b61c08b0678a2ccd5ad81b98bde0ba0341b59bd1c1bf677c4a1f52509f,21,True,False
run-0108-control,108,control,completed,True,True,resolved,7174,False,False,9991,9600,7518,139318,139031,53.962876297391574,8a04fb3ecf5c7c474e4a2cabe58257b40bf5c1d238960e57765496b66e4609ab,21,True,False
run-0109-control,109,control,completed,False,False,resolved,516,True,True,9991,9600,1094,24250,22874,45.11340206185567,5a77cfd1ca4f118fce166d1a0efd0cd350b4fa620334fac446debaca993631cc,29,False,False
run-0110-treatment,110,treatment,completed,True,True,resolved,11770,False,False,10006,9600,12092,221878,220649,54.49841804955877,6575f95034f7288ee014d5e6bf138dce9cd693f9ce03a12e8da9f0e8ff406206,21,True,False
run-0111-control,111,control,completed,True,True,resolved,6578,False,False,9991,9600,6965,128722,128415,54.10885474122527,f0402234ab7e4760c07a24d5a4a8326aa340e75ef74f0f248fae7a7594e7dc43,21,True,False
run-0112-treatment,112,treatment,completed,True,True,resolved,4660,False,True,10006,9600,5004,94731,94416,52.82325743420844,0ace10501b7636fea86659606bc9e685a3e74e1e20308b3ddba06d1bbabfe7dc,21,True,False
run-0113-treatment,113,treatment,completed,True,True,resolved,6621,False,False,10006,9600,6978,129214,128908,54.003436160168405,935fafdbeaabbdd93e010ec6fe2f871e7a0a40b72f3523ec6d7466d61d25dda6,21,True,False
run-0114-control,114,control,completed,True,True,resolved,5005,False,False,9991,9600,5350,103882,103581,51.500741225621375,e4b02c5f4c3a79431417cead51151304a4690a8fa9fe96520a1af182eba709f4,21,True,False
run-0115-treatment,115,treatment,completed,True,True,resolved,3427,False,False,10006,9600,3951,74607,74314,52.95749728577747,e70620816cf0fd4764b23655a393f3b988b1514c8f8c0f7f3fcd211a5fec4a03,21,True,False
run-0116-control,116,control,completed,True,True,resolved,16482,False,False,9991,9600,16935,311011,310425,54.45145027024767,ec04697a8d034fd25b638825793e799f9e48c4db5827e41d4d59bcdc2c3b30cc,21,True,False
run-0117-treatment,117,treatment,completed,True,True,resolved,5376,False,False,10006,9600,5692,105850,105534,53.77420878601795,778b98b9e28964997ceda80e26e5dec8e6495c6a70210ee8ce7451bc1303863c,21,True,False
run-0118-control,118,control,completed,True,True,resolved,8670,False,False,9991,9600,9098,168037,14458,54.14283758934044,2f29dbdd373d47462648a2146b7333e8a8fc47b575dfd4b6fc1ac8e90d3aa2cb,21,True,False
run-0119-control,119,control,completed,False,False,resolved,516,True,True,9991,9600,1467,30892,29419,47.48802278907161,e517db497eb0f8a513f0784cece315fb39e64698da4d949ee54446fe746e7b31,3,False,False
run-0120-treatment,120,treatment,completed,True,True,resolved,5978,False,False,10006,9600,6306,117093,13333,53.85462837231944,4a55d9208603476f3b993788409c5f575878e27097d697a256040aa77a2d4a1d,21,True,False
run-0121-treatment,121,treatment,completed,False,False,resolved,1885,False,False,10006,9600,2188,44575,13369,49.085810431856416,6cde87f2c2db047efd867adf1605408a4bfba79f12ee084d572026806ad1868e,29,False,False
run-0122-control,122,control,completed,False,False,resolved,1517,False,False,9991,9600,1793,37168,35766,48.240421868273785,528abed9c334c548d9733e2c5f40d21adad0dbd11b84f52dd2712fc5bc8271a9,29,False,False
run-0123-control,123,control,completed,True,True,resolved,9510,False,False,9991,9600,9891,181755,181293,54.41941074523397,3afecebbc70a0a95c1de54e49731b6dca87970e5b7c93b622fab06b93e2a0fc8,21,True,False
run-0124-treatment,124,treatment,completed,True,True,resolved,6940,False,False,10006,7552,7191,133087,132775,54.032324719920055,098365e59b656a8a132da2cf262cd00641d313ffac860959d0f8b13558735364,21,True,False
run-0125-control,125,control,completed,False,False,resolved,1501,False,False,9991,9600,1764,37640,36126,46.86503719447396,ed153c6cb143a88e59c7bb09ec6c5b6adda9ca2a3348f9622cb609767c738c9d,29,False,False
run-0126-treatment,126,treatment,completed,False,False,resolved,516,True,True,10006,9600,977,25555,24099,38.23126589708472,06b56913e4686ca6a8d01f3192f518a07522525252c3174c492298f12504cf80,28,False,False
run-0127-treatment,127,treatment,completed,True,True,resolved,4936,False,False,10006,9600,5265,113302,112993,46.468729589945454,c5ae2c9af5058a06d5581d8e79855f822059420e4e2459f55d01fd1272b58599,21,True,False
run-0128-control,128,control,completed,False,False,resolved,516,True,True,9991,9600,924,21469,20046,43.038800130420604,337e71f7eacb37fb82fd1aaa03a39a011c09f0a3c75b1e9476a58aeebccfb4d6,28,False,False
run-0129-control,129,control,completed,True,True,resolved,7547,False,False,9991,9600,8026,147832,147540,54.29135775745441,a1eeebb56d01d7aea4f14faff78cf3cb04b86fea539834e9ead847a41150dcfc,21,True,False
run-0130-treatment,130,treatment,completed,True,True,resolved,5473,False,False,10006,9600,5856,108937,108607,53.755840531683454,8e13835a4c0605f5895ec674d5630c792767492975fa8d10884c2efd76274b7c,21,True,False
run-0131-treatment,131,treatment,completed,True,True,resolved,7041,False,False,10006,9600,7416,139212,138849,53.271269718127755,2c7ca36573515d9c44a1622976bf19d4c5d2118f87e03d1526db89c1680a803a,21,True,False
run-0132-control,132,control,completed,False,False,resolved,516,True,True,9991,9600,1052,26048,24573,40.38697788697789,f62c46333f8727a457bc82acbc78d27b3882f0db26a54555ba7485c8f21d4c75,29,False,False
run-0133-treatment,133,treatment,completed,True,True,resolved,12882,False,False,10006,9600,13202,241464,240837,54.67481694993871,cb9e6287971d9d6a829da9d440c5139f14b1893380ef4858a1fa621450eede54,21,True,False
