batch,model,reasoning_effort,correct_source,run_id,scheduled_order,arm,correct,parser_status,reasoning_output_tokens,reasoning_tokens_is_516,reasoning_tokens_is_1034,reasoning_tokens_is_518n_minus_2,lattice_n,lattice_residual,final_integer_candidate
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0043-treatment,43,treatment,False,resolved,2337,False,False,False,,-251,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0044-control,44,control,False,resolved,4712,False,False,False,,52,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0045-treatment,45,treatment,False,resolved,1978,False,False,False,,-92,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0046-control,46,control,False,resolved,1934,False,False,False,,-136,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0047-treatment,47,treatment,False,resolved,1641,False,False,False,,89,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0048-control,48,control,False,resolved,3690,False,False,False,,66,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0049-treatment,49,treatment,False,resolved,2118,False,False,False,,48,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0050-control,50,control,False,resolved,3032,False,False,False,,-74,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0051-control,51,control,False,resolved,2162,False,False,False,,92,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0052-treatment,52,treatment,False,resolved,3320,False,False,False,,214,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0053-treatment,53,treatment,False,resolved,2711,False,False,False,,123,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0054-control,54,control,False,resolved,2621,False,False,False,,33,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0055-control,55,control,False,resolved,6731,False,False,False,,-1,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0056-treatment,56,treatment,False,resolved,1949,False,False,False,,-121,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0057-treatment,57,treatment,False,resolved,3448,False,False,False,,-176,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0058-control,58,control,False,resolved,3805,False,False,False,,181,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0059-treatment,59,treatment,False,resolved,4208,False,False,False,,66,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0060-control,60,control,False,resolved,2394,False,False,False,,-194,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0061-treatment,61,treatment,False,resolved,2053,False,False,False,,-17,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0062-control,62,control,False,resolved,4438,False,False,False,,-222,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0063-treatment,63,treatment,False,resolved,3275,False,False,False,,169,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0064-control,64,control,False,resolved,3775,False,False,False,,151,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0065-treatment,65,treatment,False,resolved,4248,False,False,False,,106,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0066-control,66,control,False,resolved,4611,False,False,False,,-49,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0067-treatment,67,treatment,False,resolved,3729,False,False,False,,105,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0068-control,68,control,False,resolved,2065,False,False,False,,-5,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0069-control,69,control,False,resolved,2702,False,False,False,,114,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0070-treatment,70,treatment,False,resolved,3507,False,False,False,,-117,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0071-treatment,71,treatment,False,resolved,2705,False,False,False,,117,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0072-control,72,control,False,resolved,2780,False,False,False,,192,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0073-treatment,73,treatment,False,resolved,3842,False,False,False,,218,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0074-control,74,control,False,resolved,3233,False,False,False,,127,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0075-control,75,control,False,resolved,3148,False,False,False,,42,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0076-treatment,76,treatment,False,resolved,2494,False,False,False,,-94,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0077-treatment,77,treatment,False,resolved,2412,False,False,False,,-176,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0078-control,78,control,False,resolved,2452,False,False,False,,-136,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0079-control,79,control,False,resolved,2154,False,False,False,,84,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0080-treatment,80,treatment,False,resolved,3339,False,False,False,,233,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0081-control,81,control,False,resolved,1700,False,False,False,,148,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0082-treatment,82,treatment,False,resolved,3683,False,False,False,,59,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0083-treatment,83,treatment,False,resolved,2866,False,False,False,,-240,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0084-control,84,control,False,resolved,1939,False,False,False,,-131,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0085-treatment,85,treatment,False,resolved,1857,False,False,False,,-213,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0086-control,86,control,False,resolved,5273,False,False,False,,95,28
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0087-control,87,control,False,resolved,2608,False,False,False,,20,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0088-treatment,88,treatment,False,resolved,4059,False,False,False,,-83,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0089-control,89,control,False,resolved,4884,False,False,False,,224,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0090-treatment,90,treatment,False,resolved,3404,False,False,False,,-220,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0091-control,91,control,False,resolved,1742,False,False,False,,190,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0092-treatment,92,treatment,False,resolved,4724,False,False,False,,64,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0093-control,93,control,False,resolved,2333,False,False,False,,-255,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0094-treatment,94,treatment,False,resolved,2079,False,False,False,,9,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0095-treatment,95,treatment,False,resolved,3177,False,False,False,,71,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0096-control,96,control,False,resolved,2556,False,False,False,,-32,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0097-control,97,control,False,resolved,2475,False,False,False,,-113,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0098-treatment,98,treatment,False,resolved,3576,False,False,False,,-48,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0099-control,99,control,False,resolved,1762,False,False,False,,210,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0100-treatment,100,treatment,False,resolved,4450,False,False,False,,-210,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0101-control,101,control,False,resolved,2317,False,False,False,,247,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0102-treatment,102,treatment,False,resolved,3171,False,False,False,,65,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0103-treatment,103,treatment,False,resolved,2514,False,False,False,,-74,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0104-control,104,control,False,resolved,3314,False,False,False,,208,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0105-treatment,105,treatment,False,resolved,1993,False,False,False,,-77,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0106-control,106,control,False,resolved,2816,False,False,False,,228,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0107-treatment,107,treatment,False,resolved,1777,False,False,False,,225,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0108-control,108,control,False,resolved,5419,False,False,False,,241,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0109-control,109,control,False,resolved,3381,False,False,False,,-243,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0110-treatment,110,treatment,False,resolved,4613,False,False,False,,-47,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0111-control,111,control,False,resolved,2342,False,False,False,,-246,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0112-treatment,112,treatment,False,resolved,3694,False,False,False,,70,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0113-treatment,113,treatment,False,resolved,3857,False,False,False,,233,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0114-control,114,control,False,resolved,3630,False,False,False,,6,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0115-treatment,115,treatment,False,resolved,3864,False,False,False,,240,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0116-control,116,control,False,resolved,3301,False,False,False,,195,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0117-treatment,117,treatment,False,resolved,4210,False,False,False,,68,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0118-control,118,control,False,resolved,6293,False,False,False,,79,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0119-control,119,control,False,resolved,2767,False,False,False,,179,28
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0120-treatment,120,treatment,False,resolved,1663,False,False,False,,111,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0121-treatment,121,treatment,False,resolved,2790,False,False,False,,202,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0122-control,122,control,False,resolved,2600,False,False,False,,12,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0123-control,123,control,False,resolved,3197,False,False,False,,91,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0124-treatment,124,treatment,False,resolved,2989,False,False,False,,-117,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0125-control,125,control,False,resolved,2859,False,False,False,,-247,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0126-treatment,126,treatment,False,resolved,3869,False,False,False,,245,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0127-treatment,127,treatment,False,resolved,2164,False,False,False,,94,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0128-control,128,control,False,resolved,3830,False,False,False,,206,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0129-control,129,control,False,resolved,3499,False,False,False,,-125,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0130-treatment,130,treatment,False,resolved,1974,False,False,False,,-96,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0131-treatment,131,treatment,False,resolved,5837,False,False,False,,141,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0132-control,132,control,False,resolved,3613,False,False,False,,-11,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0133-treatment,133,treatment,False,resolved,2917,False,False,False,,-189,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0134-control,134,control,False,resolved,2691,False,False,False,,103,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0135-control,135,control,False,resolved,1678,False,False,False,,126,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0136-treatment,136,treatment,False,resolved,2522,False,False,False,,-66,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0137-treatment,137,treatment,False,resolved,2808,False,False,False,,220,17
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0138-control,138,control,False,resolved,4293,False,False,False,,151,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0139-control,139,control,False,resolved,2352,False,False,False,,-236,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0140-treatment,140,treatment,False,resolved,2174,False,False,False,,104,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0141-control,141,control,False,resolved,3694,False,False,False,,70,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0142-treatment,142,treatment,False,resolved,4193,False,False,False,,51,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0143-control,143,control,False,resolved,2252,False,False,False,,182,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0144-treatment,144,treatment,False,resolved,2914,False,False,False,,-192,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0145-treatment,145,treatment,False,resolved,3404,False,False,False,,-220,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0146-control,146,control,False,resolved,3736,False,False,False,,112,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0147-control,147,control,False,resolved,3055,False,False,False,,-51,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0148-treatment,148,treatment,False,resolved,3784,False,False,False,,160,28
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0149-treatment,149,treatment,False,resolved,3365,False,False,False,,259,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0150-control,150,control,False,resolved,2985,False,False,False,,-121,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0151-control,151,control,False,resolved,2849,False,False,False,,-257,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0152-treatment,152,treatment,False,resolved,2824,False,False,False,,236,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0153-treatment,153,treatment,False,resolved,4611,False,False,False,,-49,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0154-control,154,control,False,resolved,4369,False,False,False,,227,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0155-control,155,control,False,resolved,2028,False,False,False,,-42,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0156-treatment,156,treatment,False,resolved,4060,False,False,False,,-82,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0157-control,157,control,False,resolved,4305,False,False,False,,163,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0158-treatment,158,treatment,False,resolved,4259,False,False,False,,117,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0159-control,159,control,False,resolved,3068,False,False,False,,-38,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0160-treatment,160,treatment,False,resolved,2765,False,False,False,,177,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0161-treatment,161,treatment,False,resolved,2446,False,False,False,,-142,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0162-control,162,control,False,resolved,2879,False,False,False,,-227,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0163-treatment,163,treatment,False,resolved,3129,False,False,False,,23,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0164-control,164,control,False,resolved,3324,False,False,False,,218,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0165-control,165,control,False,resolved,4261,False,False,False,,119,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0166-treatment,166,treatment,False,resolved,2333,False,False,False,,-255,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0167-control,167,control,False,resolved,1958,False,False,False,,-112,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0168-treatment,168,treatment,False,resolved,2347,False,False,False,,-241,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0169-treatment,169,treatment,False,resolved,3680,False,False,False,,56,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0170-control,170,control,False,resolved,2928,False,False,False,,-178,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0171-treatment,171,treatment,False,resolved,2117,False,False,False,,47,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0172-control,172,control,False,resolved,3383,False,False,False,,-241,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0173-treatment,173,treatment,False,resolved,3311,False,False,False,,205,30
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0174-control,174,control,False,resolved,3735,False,False,False,,111,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0175-control,175,control,False,resolved,4613,False,False,False,,-47,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0176-treatment,176,treatment,False,resolved,2811,False,False,False,,223,29
gpt-5.3-codex-spark-xhigh,gpt-5.3-codex-spark,xhigh,strict_correct,run-0177-treatment,177,treatment,False,resolved,3676,False,False,False,,52,29
