batch,model,reasoning_effort,correct_source,run_id,scheduled_order,arm,correct,parser_status,reasoning_output_tokens,reasoning_tokens_is_516,reasoning_tokens_is_1034,reasoning_tokens_is_518n_minus_2,lattice_n,lattice_residual,final_integer_candidate
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0039-control,39,control,False,resolved,516,True,False,True,1,0,35
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0040-treatment,40,treatment,True,resolved,9840,False,False,True,19,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0041-control,41,control,False,resolved,516,True,False,True,1,0,35
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0042-treatment,42,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0043-treatment,43,treatment,True,resolved,7768,False,False,True,15,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0044-control,44,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0045-treatment,45,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0046-control,46,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0047-treatment,47,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0048-control,48,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0049-treatment,49,treatment,False,resolved,1034,False,True,True,2,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0050-control,50,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0051-control,51,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0052-treatment,52,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0053-treatment,53,treatment,False,resolved,516,True,False,True,1,0,36
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0054-control,54,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0055-control,55,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0056-treatment,56,treatment,True,resolved,6732,False,False,True,13,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0057-treatment,57,treatment,False,resolved,516,True,False,True,1,0,31
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0058-control,58,control,True,resolved,7250,False,False,True,14,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0059-treatment,59,treatment,True,resolved,3624,False,False,True,7,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0060-control,60,control,True,resolved,3624,False,False,True,7,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0061-treatment,61,treatment,False,resolved,516,True,False,True,1,0,31
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0062-control,62,control,True,ambiguous,5178,False,False,True,10,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0063-treatment,63,treatment,True,resolved,2070,False,False,True,4,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0064-control,64,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0065-treatment,65,treatment,True,resolved,2588,False,False,True,5,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0066-control,66,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0067-treatment,67,treatment,True,resolved,10876,False,False,True,21,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0068-control,68,control,True,resolved,6214,False,False,True,12,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0069-control,69,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0070-treatment,70,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0071-treatment,71,treatment,True,resolved,6214,False,False,True,12,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0072-control,72,control,True,resolved,4660,False,False,True,9,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0073-treatment,73,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0074-control,74,control,True,resolved,3624,False,False,True,7,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0075-control,75,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0076-treatment,76,treatment,True,resolved,6732,False,False,True,13,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0077-treatment,77,treatment,True,resolved,3106,False,False,True,6,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0078-control,78,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0079-control,79,control,True,resolved,4142,False,False,True,8,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0080-treatment,80,treatment,True,resolved,2588,False,False,True,5,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0081-control,81,control,True,resolved,5178,False,False,True,10,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0082-treatment,82,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0083-treatment,83,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0084-control,84,control,False,resolved,516,True,False,True,1,0,31
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0085-treatment,85,treatment,True,resolved,3407,False,False,False,,-217,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0086-control,86,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0087-control,87,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0088-treatment,88,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0089-control,89,control,True,resolved,4142,False,False,True,8,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0090-treatment,90,treatment,False,resolved,516,True,False,True,1,0,30
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0091-control,91,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0092-treatment,92,treatment,True,resolved,4142,False,False,True,8,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0093-control,93,control,True,ambiguous,9840,False,False,True,19,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0094-treatment,94,treatment,False,resolved,516,True,False,True,1,0,30
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0095-treatment,95,treatment,True,resolved,4142,False,False,True,8,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0096-control,96,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0097-control,97,control,True,resolved,6214,False,False,True,12,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0098-treatment,98,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0099-control,99,control,True,resolved,5696,False,False,True,11,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0100-treatment,100,treatment,False,resolved,516,True,False,True,1,0,28
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0101-control,101,control,True,resolved,2588,False,False,True,5,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0102-treatment,102,treatment,False,resolved,516,True,False,True,1,0,36
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0103-treatment,103,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0104-control,104,control,True,resolved,4142,False,False,True,8,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0105-treatment,105,treatment,True,resolved,3106,False,False,True,6,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0106-control,106,control,False,resolved,516,True,False,True,1,0,30
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0107-treatment,107,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0108-control,108,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0109-control,109,control,True,ambiguous,4660,False,False,True,9,0,11
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0110-treatment,110,treatment,True,resolved,3106,False,False,True,6,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0111-control,111,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0112-treatment,112,treatment,True,resolved,4142,False,False,True,8,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0113-treatment,113,treatment,False,resolved,516,True,False,True,1,0,30
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0114-control,114,control,True,resolved,4142,False,False,True,8,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0115-treatment,115,treatment,True,resolved,5178,False,False,True,10,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0116-control,116,control,True,resolved,4660,False,False,True,9,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0117-treatment,117,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0118-control,118,control,True,resolved,3624,False,False,True,7,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0119-control,119,control,True,ambiguous,8804,False,False,True,17,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0120-treatment,120,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0121-treatment,121,treatment,True,resolved,3106,False,False,True,6,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0122-control,122,control,True,resolved,5552,False,False,False,,-144,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0123-control,123,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0124-treatment,124,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0125-control,125,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0126-treatment,126,treatment,False,resolved,516,True,False,True,1,0,28
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0127-treatment,127,treatment,True,resolved,3106,False,False,True,6,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0128-control,128,control,False,resolved,516,True,False,True,1,0,35
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0129-control,129,control,True,resolved,3624,False,False,True,7,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0130-treatment,130,treatment,True,resolved,6214,False,False,True,12,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0131-treatment,131,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0132-control,132,control,True,resolved,7525,False,False,False,,-243,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0133-treatment,133,treatment,False,resolved,516,True,False,True,1,0,28
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0134-control,134,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0135-control,135,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0136-treatment,136,treatment,False,resolved,1034,False,True,True,2,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0137-treatment,137,treatment,False,resolved,516,True,False,True,1,0,27
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0138-control,138,control,False,resolved,516,True,False,True,1,0,20
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0139-control,139,control,True,ambiguous,7768,False,False,True,15,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0140-treatment,140,treatment,True,resolved,3106,False,False,True,6,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0141-control,141,control,True,resolved,6214,False,False,True,12,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0142-treatment,142,treatment,False,resolved,516,True,False,True,1,0,25
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0143-control,143,control,False,resolved,516,True,False,True,1,0,30
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0144-treatment,144,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0145-treatment,145,treatment,True,resolved,3624,False,False,True,7,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0146-control,146,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0147-control,147,control,False,resolved,516,True,False,True,1,0,28
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0148-treatment,148,treatment,False,resolved,516,True,False,True,1,0,35
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0149-treatment,149,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0150-control,150,control,True,ambiguous,5696,False,False,True,11,0,12
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0151-control,151,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0152-treatment,152,treatment,False,resolved,516,True,False,True,1,0,27
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0153-treatment,153,treatment,False,resolved,1034,False,True,True,2,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0154-control,154,control,True,resolved,3624,False,False,True,7,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0155-control,155,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0156-treatment,156,treatment,False,resolved,516,True,False,True,1,0,33
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0157-control,157,control,False,resolved,516,True,False,True,1,0,25
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0158-treatment,158,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0159-control,159,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0160-treatment,160,treatment,True,resolved,4660,False,False,True,9,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0161-treatment,161,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0162-control,162,control,True,ambiguous,5178,False,False,True,10,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0163-treatment,163,treatment,False,resolved,1034,False,True,True,2,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0164-control,164,control,False,resolved,516,True,False,True,1,0,30
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0165-control,165,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0166-treatment,166,treatment,True,resolved,3060,False,False,False,,-46,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0167-control,167,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0168-treatment,168,treatment,True,resolved,5696,False,False,True,11,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0169-treatment,169,treatment,False,resolved,516,True,False,True,1,0,36
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0170-control,170,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0171-treatment,171,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0172-control,172,control,False,resolved,516,True,False,True,1,0,26
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0173-treatment,173,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0174-control,174,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0175-control,175,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0176-treatment,176,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0177-treatment,177,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0178-control,178,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0179-control,179,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0180-treatment,180,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0181-treatment,181,treatment,False,resolved,516,True,False,True,1,0,30
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0182-control,182,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0183-control,183,control,False,resolved,516,True,False,True,1,0,33
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0184-treatment,184,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0185-control,185,control,False,resolved,516,True,False,True,1,0,18
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0186-treatment,186,treatment,False,resolved,516,True,False,True,1,0,18
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0187-treatment,187,treatment,False,resolved,516,True,False,True,1,0,28
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0188-control,188,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0189-treatment,189,treatment,False,resolved,516,True,False,True,1,0,27
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0190-control,190,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0191-control,191,control,True,resolved,8286,False,False,True,16,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0192-treatment,192,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0193-control,193,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0194-treatment,194,treatment,False,resolved,516,True,False,True,1,0,27
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0195-control,195,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0196-treatment,196,treatment,True,resolved,3624,False,False,True,7,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0197-control,197,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0198-treatment,198,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0199-control,199,control,False,resolved,516,True,False,True,1,0,25
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0200-treatment,200,treatment,False,resolved,516,True,False,True,1,0,29
